word,root word,count in book,meaning,first_ref,refs,rarity word,rarity,rarity count
ghat,,1,1. A pass through a mountain. [India] J. D. Hooker. 2. A range of mountains. Balfour (Cyc. of Ind. ). 3. Stairs descending to a river; a landing place; a wharf. [India] Malcom.,19407,"[(19407, 'I joined the others to carry Prabaker’s body to the ghat, the burning place.')]",,16.795228976064696,97
stilted,,1,"Elevated as if on stilts; hence, pompous; bombastic; as, a stilted style; stilted declamation. Stilted arch (Arch.), an arch in which the springing line is some distance above the impost, the space between being occupied by a vertical member, molded or ornamented, as a continuation of the archivolt, intrados, etc.

""bombastic"": Characterized by bombast; highsounding; inflated. -- Bom*bas""tic*al*ly, adv. A theatrical, bombastic, windy phraseology. Burke. Syn. -- Turgid; tumid; pompous; grandiloquent.

""impost"": 1. That which is imposed or levied; a tax, tribute, or duty; especially, a duty or tax laid by goverment on goods imported into a country. Even the ship money . . . Johnson could not pronounce to have been an unconstitutional impost. Macaulay. 2. (Arch.)  The top member of a pillar, pier, wall, etc., upon which the weight of an arch rests. Note: The impost is called continuous, if the moldings of the arch or architrave run down the jamb or pier without a break. Syn. -- Tribute; excise; custom; duty; tax.

""declamation"": 1. The act or art of declaiming; rhetorical delivery; haranguing; loud speaking in public; especially, the public recitation of speeches as an exercise in schools and colleges; as, the practice declamation by students. The public listened with little emotion, but with much civility, to five acts of monotonous declamation. Macaulay. 2. A set or harangue; declamatory discourse. 3. Pretentious rhetorical display, with more sound than sense; as, mere declamation.

""intrados"": The interior curve of an arch; esp., the inner or lower curved face of the whole body of voussoirs taken together. See Extrados.

""archivolt"": (a) The architectural member surrounding the curved opening of an arch, corresponding to the architrave in the case of a square opening. (b) More commonly, the molding or other ornaments with which the wall face of the voussoirs of an arch is charged.",2217,"[(2217, 'It was, instead, the too-sudden collapse of my stilted complacencies.')]",,16.785076604600675,98
pilferers,pilfer,1,"To steal in small quantities, or articles of small value; to practice petty theft.

To take by petty theft; to filch; to steal little by little. And not a year but pilfers as he goes Some youthful grace that age would gladly keep. Cowper.

""filch"": To steal or take privily (commonly, that which is of little value); to pilfer. Fain would they filch that little food away. Dryden. But he that filches from me my good name, Robs me of that which not enriches him, And makes me poor indeed. Shak.",6530,"[(6530, 'One notable expedition by the tiny pilferers produced a huge tarpaulin that, from its shape, had clearly been the camouflage cover for a battle tank.')]",pilfer,16.785076604600675,10
pilferer,,1,One who pilfers; a petty thief.,7176,"[(7176, 'With no locks on any of the doors, and no secret places for any of us to hide things, the monkeys were in a pilferer’s paradise.')]",,16.785076604600675,10
pilfer,,1,"To steal in small quantities, or articles of small value; to practice petty theft.

To take by petty theft; to filch; to steal little by little. And not a year but pilfers as he goes Some youthful grace that age would gladly keep. Cowper.

""filch"": To steal or take privily (commonly, that which is of little value); to pilfer. Fain would they filch that little food away. Dryden. But he that filches from me my good name, Robs me of that which not enriches him, And makes me poor indeed. Shak.",11015,"[(11015, 'Kumar, the chai shop owner, fought a running guerrilla war with his customers, who tried to pilfer his bricks and planks for their own houses.')]",,16.785076604600675,98
onerous,,1,"Burdensome; oppressive. ""Too onerous a solicitude."" I. Taylor. Onerous cause (Scots Law), a good and legal consideration; -- opposed to gratuitous.

""solicitude"": The state of being solicitous; uneasiness of mind occasioned by fear of evil or desire good; anxiety. The many cares and great labors of worldly men, their solicitude and outward shows. Sir W. Raleigh. The mother looked at her with fond solicitude. G. W. Cable. Syn. -- Carefulness; concern; anxiety. See Care.

""burdensome"": Grievous to be borne; causing uneasiness or fatigue; oppressive. The debt immense of endless gratitude So burdensome. Milton. Syn. -- Heavy; weighty; cumbersome; onerous; grievous; oppressive; troublesome. -- Bur""den*some*ly, adv. -- Bur""den*some*ness, n.",11493,"[(11493, 'They were all huge undertakings and onerous responsibilities, but no man or woman at the gathering hesitated in accepting them.')]",,16.785076604600675,98
fount,,1,"A font.

A fountain.",20662,"[(20662, 'He excused himself, and walked to the bathing fount.')]",,16.785076604600675,98
naya,,1,,9249,"[(9249, '‘Hospital naya!’ Ameer whined.')]",,16.775026268747176,99
dirhams,,1,,13657,"[(13657, 'The black marketeers were happy because a steady stream of dollars, Deutschmarks, riyals, and dirhams flowed into the river of demand created by Indian business travellers.')]",,16.775026268747176,99
confections,confection,1,"1. A composition of different materials. [Obs.] A new confection of mold. Bacon. 2. A preparation of fruits or roots, etc., with sugar; a sweetmeat. Certain confections . . . are like to candied conserves, and are made of sugar and lemons. Bacon. 3. A composition of drugs. Shak. 4. (Med.)  A soft solid made by incorporating a medicinal substance or substances with sugar, sirup, or honey. Note: The pharmacopoeias formerly made a distinction between conserves (made of fresh vegetable substances and sugar) and electuaries (medicinal substances combined with sirup or honey), but the distinction is now abandoned and all are called confections.

""sirup"": 1. A thick and viscid liquid made from the juice of fruits, herbs, etc., boiled with sugar. 2. A thick and viscid saccharine solution of superior quality (as sugarhouse sirup or molasses, maple sirup); specifically, in pharmacy and often in cookery, a saturated solution of sugar and water (simple sirup), or such a solution flavored or medicated. Lucent sirups tinct with cinnamon. Keats. Mixing sirup. See the Note under Dextrose.

""sweetmeat"": 1. Fruit preserved with sugar, as peaches, pears, melons, nuts, orange peel, etc.; -- usually in the plural; a confect; a confection. 2. The paint used in making patent leather. 3. (Zoöl.)  A boat shell (Crepidula fornicata) of the American coast. [Local, U.S.]",20493,"[(20493, 'The Firni House in Bombay’s Dongri area, near Khaderbhai’s house, was justly famous for its delicious faloodah drinks, but they were insipid when compared to the fabulous confections served at Karachi’s Faloodah House.')]",confection,16.775026268747176,44
winsomely,winsome,1,"1. Cheerful; merry; gay; light-hearted. Misled by ill example, and a winsome nature. Jeffrey. 2. Causing joy or pleasure; gladsome; pleasant. Still plotting how their hungry ear That winsome voice again might hear. Emerson.

""gladsome"": 1. Pleased; joyful; cheerful. 2. Causing joy, pleasure, or cheerfulness; having the appearance of gayety; pleasing. Of opening heaven they sung, and gladsome day. Prior. -- Glad""some*ly, adv. -- Glad""some*ness, n. Hours of perfect gladsomeness. Wordsworth.",1315,"[(1315, '‘I have a job,’ Ulla announced, pouting winsomely.')]",winsome,16.76507593789401,3
cowherd,,1,One whose occupation is to tend cows.,4097,"[(4097, 'He translated what he’d told me for the crowd, and they pushed Satish, a heavy-set cowherd, to the front of the group.')]",,16.76507593789401,100
aboveground,,1,,12670,"[(12670, 'The rectangular bathing area, something like an empty aboveground pool or a dry stone pond, had a huge cast-iron tank at one end.')]",,16.76507593789401,100
bristled,bristle,1,"1. A short, stiff, coarse hair, as on the back of swine. 2. (Bot.)  A stiff, sharp, roundish hair. Gray.

1. To erect the bristles of; to cause to stand up, as the bristles of an angry hog; -- sometimes with up. Now for the bare-picked bone of majesty Doth dogged war bristle his angry crest. Shak. Boy, bristle thy courage up. Shak. 2. To fix a bristle to; as, to bristle a thread.

1. To rise or stand erect, like bristles. His hair did bristle upon his head. Sir W. Scott. 2. To appear as if covered with bristles; to have standing, thick and erect, like bristles. The hill of La Haye Sainte bristling with ten thousand bayonets. Thackeray. Ports bristling with thousands of masts. Macaulay. 3. To show deflance or indignation. To bristle up, to show anger or deflance.

""roundish"": Somewhat round; as, a roundish seed; a roundish figure. -- Round""ish*ness, n.",1105,"[(1105, 'I was simply making conversation, trying to keep her near me, talking to me, and the sudden wariness that bristled in the single word of her question surprised me.')]",bristle,16.755223641450996,28
stonework,,1,Work or wall consisting of stone; mason's work of stone. Mortimer.,4757,"[(4757, 'Patches of concrete and stonework showed in some places where the old floors and foundations of the original buildings, cleared from the site years before, remained intact.')]",,16.755223641450996,101
italic,,1,"1. Relating to Italy or to its people. 2. Applied especially to a kind of type in which the letters do not stand upright, but slope toward the right; -- so called because dedicated to the States of Italy by the inventor, Aldus Manutius, about the year 1500. Italic languages, the group or family of languages of ancient Italy. -- Italic order (Arch.), the composite order. See Composite. -- Italic school, a term given to the Pythagorean and Eleatic philosophers, from the country where their doctrines were first promulgated. -- Italic version. See Itala.

An Italic letter, character, or type (see Italic, a., 2.); -- often in the plural; as, the Italics are the author's. Italic letters are used to distinguish words for emphasis, importance, antithesis, etc. Also, collectively, Italic letters.

""antithesis"": 1. (Rhet.)  An opposition or contrast of words or sentiments occurring in the same sentence; as, ""The prodigal robs his heir; the miser robs himself."" ""He had covertly shot at Cromwell; he how openly aimed at the Queen."" 2. The second of two clauses forming an antithesis. 3. Opposition; contrast.

""eleatic"": Of or pertaining to a certain school of Greek philosophers who taught that the only certain science is that which owes nothing to the senses, and all to the reason. -- n.  A philosopher of the Eleatic school.

""pythagorean"": Of or pertaining to Pythagoras (a Greek philosopher, born about 582 b. c.), or his philosophy. The central thought of the Pythagorean philosophy is the idea of number, the recognition of the numerical and mathematical relations of things. Encyc. Brit. Pythagorean proposition (Geom.), the theorem that the square described upon the hypothenuse of a plane right-angled triangle is equal to the sum of the squares described upon the other two sides. -- Pythagorean system (Astron.), the commonly received system of astronomy, first taught by Pythagoras, and afterward revived by Copernicus, whence it is also called the Copernican system. -- Pythagorean letter. See Y.

A follower of Pythagoras; one of the school of philosophers founded by Pythagoras.

""itala"": An early Latin version of the Scriptures (the Old Testament was translated from the Septuagint, and was also called the Italic version).",8172,"[(8172, 'The cards were made of pearl-white, textured, linen paper, and the words were embossed in liquid black italic.')]",,16.755223641450996,101
